,question_output,sentence_input
162,"Why Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
163,"Do you know why Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
164,"What Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
165,"How Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
166,"When Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
167,"Where Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
168,"Why She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
169,"Do you know why She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
170,"What She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
171,"How She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
172,"When She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
173,"Where She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
174,"Why She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
175,"Do you know why She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
176,"What She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
177,"How She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
178,"When She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
179,"Where She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
180,"Why If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
181,"Do you know why If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
182,"What If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
183,"How If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
184,"When If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
185,"Where If you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
186,"Why Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
187,"Do you know why Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
188,"What Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
189,"How Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
190,"When Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
191,"Where Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
192,"Why People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
193,"Do you know why People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
194,"What People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
195,"How People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
196,"When People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
197,"Where People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
198,"Why Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
199,"Do you know why Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
200,"What Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
201,"How Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
202,"When Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
203,"Where Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
204,"Why Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
205,"Do you know why Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
206,"What Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
207,"How Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
208,"When Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
209,"Where Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
210,Why The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
211,Do you know why The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
212,What The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
213,How The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
214,When The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
215,Where The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
216,Why The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
217,Do you know why The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
218,What The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
219,How The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
220,When The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
221,Where The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
222,Why The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
223,Do you know why The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
224,What The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
225,How The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
226,When The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
227,Where The Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
