,question_output,sentence_input
158,"WhatTizen is a Linux-based open-source platform, which means anyone can develop apps for it.","Tizen is a Linux-based open-source platform, which means anyone can develop apps for it."
159,"HowTizen is a Linux-based open-source platform, which means anyone can develop apps for it.","Tizen is a Linux-based open-source platform, which means anyone can develop apps for it."
160,"WhenTizen is a Linux-based open-source platform, which means anyone can develop apps for it.","Tizen is a Linux-based open-source platform, which means anyone can develop apps for it."
161,"WhereTizen is a Linux-based open-source platform, which means anyone can develop apps for it.","Tizen is a Linux-based open-source platform, which means anyone can develop apps for it."
162,"WhySweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
163,"Do you know whySweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
164,"WhatSweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
165,"HowSweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
166,"WhenSweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
167,"WhereSweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said.","Sweet potatoes Vitamin E is a powerful antioxidant that helps protect our eyes from free radicals, which break down healthy tissues, Thau said."
168,"WhyShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
169,"Do you know whyShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
170,"WhatShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
171,"HowShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
172,"WhenShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
173,"WhereShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
174,"WhyShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
175,"Do you know whyShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
176,"WhatShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
177,"HowShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
178,"WhenShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
179,"WhereShe noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4.","She noted that sweet potatoes and fortified cereals are both great sources of vitamin E.
4."
180,"WhyIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
181,"Do you know whyIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
182,"WhatIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
183,"HowIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
184,"WhenIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
185,"WhereIf you want to sweat away weight, vigorous exercise is a much better choice.","If you want to sweat away weight, vigorous exercise is a much better choice."
186,"WhyPopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
187,"Do you know whyPopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
188,"WhatPopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
189,"HowPopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
190,"WhenPopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
191,"WherePopular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News.","Popular science's explanation for men rolling over after ejaculation is a hormonal response alone, Dr. Raj Dasgupta, a professor of pulmonary and sleep medicine at the University of Southern California, and a spokesperson for the American Academy of Sleep Medicine, told Fox News."
192,"WhyPeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
193,"Do you know whyPeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
194,"WhatPeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
195,"HowPeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
196,"WhenPeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
197,"WherePeople diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email.","People diagnosed with diabetes should aim to have a healthy diet, and a Mediterranean diet is a good, healthy option, lead study author Katherine Esposito told Reuters Health in an email."
198,"WhyDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
199,"Do you know whyDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
200,"WhatDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
201,"HowDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
202,"WhenDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
203,"WhereDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
204,"WhyDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
205,"Do you know whyDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
206,"WhatDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
207,"HowDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
208,"WhenDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
209,"WhereDiabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough.","Diabetes is a huge problem in the United States today, and one that I don't believe is taken seriously enough."
210,WhyThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
211,Do you know whyThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
212,WhatThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
213,HowThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
214,WhenThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
215,WhereThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
216,WhyThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
217,Do you know whyThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
218,WhatThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
219,HowThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
220,WhenThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
221,WhereThe female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.,The female breast is a remarkable collection of glands and fatty tissue that lies between the skin and the chest wall.
222,WhyThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
223,Do you know whyThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
224,WhatThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
225,HowThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
226,WhenThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
227,WhereThe Naked Crispy Chicken Taco is a fried chicken lover's dream.,The Naked Crispy Chicken Taco is a fried chicken lover's dream.
